country_name,poverty_line,PIP_Region,changepoorpop,changeHC,ISO_A3
Mali,3.65,SSA,3650351.00915479,-0.425773143368552,MLI
Mali,6.85,SSA,10370567.7558752,-0.155963698903407,MLI
Malta,2.15,OHI,-649.76876328385,-0.00337550492387075,MLT
Malta,3.65,OHI,-561.849256062042,-0.00383170938818672,MLT
Malta,6.85,OHI,-12743.1322978433,-0.0394306721176581,MLT
Marshall Islands,2.15,EAP,-536.901853486222,-0.0103298084824056,MHL
Marshall Islands,3.65,EAP,-2371.91507802117,-0.0430244800190766,MHL
Marshall Islands,6.85,EAP,-7720.34676155192,-0.126300055034772,MHL
Mauritania,2.15,SSA,-632647.038632337,-0.38084292106472,MRT
Mauritania,3.65,SSA,-391828.947820735,-0.485345481107986,MRT
Mauritania,6.85,SSA,1077974.39198947,-0.29148855130375,MRT
Mauritius,2.15,SSA,-37586.6022757589,-0.0357849636180676,MUS
Mauritius,3.65,SSA,-198105.228027684,-0.191169969367589,MUS
Mauritius,6.85,SSA,-499014.964980271,-0.501731307533551,MUS
Mexico,2.15,LAC,-3088884.62470017,-0.0525608912502693,MEX
Mexico,3.65,LAC,-5473197.37209895,-0.117567210989182,MEX
Mexico,6.85,LAC,-737577.32522092,-0.17961825223716,MEX
"Micronesia, Fed. Sts.",2.15,EAP,7601.2939784579,0.045839452601948,FSM
"Micronesia, Fed. Sts.",3.65,EAP,16071.7257629698,0.0855783896535445,FSM
"Micronesia, Fed. Sts.",6.85,EAP,21558.8899550172,0.0819543212438009,FSM
Moldova,2.15,ECA,-38325.0611113196,-0.012907985529378,MDA
Moldova,3.65,ECA,-106535.983168035,-0.0361616474085568,MDA
Moldova,6.85,ECA,-197925.28648341,-0.077946122147046,MDA
Mongolia,2.15,EAP,-164485.772802099,-0.0792234684663985,MNG
Mongolia,3.65,EAP,-427942.61922317,-0.233415822358778,MNG
Mongolia,6.85,EAP,-224719.54805228,-0.313984199704264,MNG
Montenegro,2.15,ECA,13421.3633639498,0.0213274466699363,MNE
Montenegro,3.65,ECA,32850.7207059691,0.0522039797121202,MNE
Montenegro,6.85,ECA,65644.7752298779,0.102382273863413,MNE
Morocco,2.15,MNA,-1309129.40168799,-0.0578905039251873,MAR
Morocco,3.65,MNA,-4189766.93976582,-0.20860610248793,MAR
Morocco,6.85,MNA,-2166323.66651762,-0.276981138944698,MAR
Mozambique,2.15,SSA,10197998.4284245,-0.205041609954909,MOZ
Mozambique,3.65,SSA,15232773.3316785,-0.101585637937226,MOZ
Mozambique,6.85,SSA,18131532.6226483,-0.0418300105505828,MOZ
Myanmar,2.15,EAP,-38268249.7054143,-0.932517099998227,MMR
Myanmar,3.65,EAP,-29722431.2857302,-0.78277441679403,MMR
Myanmar,6.85,EAP,-3675136.42297518,-0.303966756701639,MMR
Namibia,2.15,SSA,-282099.958536802,-0.352008209648289,NAM
Namibia,3.65,SSA,-11609.0538237353,-0.307170677704464,NAM
Namibia,6.85,SSA,433397.720932704,-0.1898327897964,NAM
Nepal,2.15,SAS,-11242728.1180763,-0.611951334494272,NPL
Nepal,3.65,SAS,-9571816.65794473,-0.649833083041535,NPL
Nepal,6.85,SAS,1948442.9698838,-0.307107954123051,NPL
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,2.15,OHI,-125633.836239938,-0.00857002085245743,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,3.65,OHI,-201530.025067664,-0.0136665607261353,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Netherlands,6.85,OHI,-192839.664320193,-0.013575769794459,NLD
Nicaragua,2.15,LAC,-1241029.94852422,-0.311708526591152,NIC
Nicaragua,3.65,LAC,-1747048.98155422,-0.487147894063435,NIC
Nicaragua,6.85,LAC,-965707.153034204,-0.470896206803118,NIC
Niger,2.15,SSA,6420160.59232447,-0.319211235006382,NER
Niger,3.65,SSA,13474990.5792444,-0.143690248561635,NER
Niger,6.85,SSA,16909186.5726356,-0.0404111365337984,NER
Nigeria,2.15,SSA,22838281.6538491,-0.173487652035039,NGA
Nigeria,3.65,SSA,72004610.391495,-0.0797070608003846,NGA
Nigeria,6.85,SSA,111701294.644309,-0.00813016682996237,NGA
North Macedonia,2.15,ECA,27112.5091908062,0.0119887655465715,MKD
North Macedonia,3.65,ECA,-99189.750271534,-0.0529262615178547,MKD
North Macedonia,6.85,ECA,-542958.50356037,-0.281564421132204,MKD
Norway,2.15,OHI,-9696.7557568304,-0.00272640303993277,NOR
Norway,3.65,OHI,-5288.55051522308,-0.0019152240786669,NOR
Norway,6.85,OHI,-6360.89912279703,-0.00265346772290177,NOR
Pakistan,2.15,SAS,-60854015.3468757,-0.617243212869771,PAK
Pakistan,3.65,SAS,-7184270.82059269,-0.519602260445877,PAK
Pakistan,6.85,SAS,91550448.100037,-0.14460335040311,PAK
Panama,2.15,LAC,-531625.683689174,-0.223359678037277,PAN
Panama,3.65,LAC,-676335.626443598,-0.304193908865663,PAN
Panama,6.85,LAC,-799104.428731958,-0.421061121380782,PAN
Papua New Guinea,2.15,EAP,-70918.7976825601,-0.37354326024709,PNG
Papua New Guinea,3.65,EAP,1652660.28949583,-0.304113993591171,PNG
Papua New Guinea,6.85,EAP,4085029.45317294,-0.123323854595504,PNG
Paraguay,2.15,LAC,19721.3533896749,-0.001576697823522,PRY
Paraguay,3.65,LAC,155865.44432091,0.00539855454068744,PRY
Paraguay,6.85,LAC,422414.97612563,-0.0198042401799708,PRY
Peru,2.15,LAC,-1971804.07915135,-0.105082249820308,PER
Peru,3.65,LAC,-3574652.73043363,-0.213211357815378,PER
Peru,6.85,LAC,-3471537.75874223,-0.311889767844832,PER
Philippines,2.15,EAP,-5090950.2626385,-0.163642166860771,PHL
Philippines,3.65,EAP,8492850.94015457,-0.178751781630413,PHL
Philippines,6.85,EAP,33891096.6238648,-0.0869702849443351,PHL
Poland,2.15,ECA,-57304.5905220444,-0.00150363197800676,POL
Poland,3.65,ECA,-165575.562537557,-0.00436445940738573,POL
Poland,6.85,ECA,-850100.747872217,-0.0231776782249872,POL
Portugal,2.15,OHI,-97572.7647193411,-0.00981652961128736,PRT
Portugal,3.65,OHI,-190657.576259389,-0.0191695553151443,PRT
Portugal,6.85,OHI,-689291.308626569,-0.0694521498285544,PRT
Romania,2.15,ECA,352446.416180738,0.0184845850250657,ROU
Romania,3.65,ECA,695065.153083124,0.0367848021208699,ROU
Romania,6.85,ECA,764761.413622759,0.0494019086972853,ROU
Russian Federation,2.15,ECA,-165040.791590246,-0.00110876912804592,RUS
Russian Federation,3.65,ECA,-9855515.91045629,-0.0665456805124819,RUS
Russian Federation,6.85,ECA,-26893102.9058267,-0.180818816502346,RUS
Rwanda,2.15,SSA,437249.129755571,-0.308777327192294,RWA
Rwanda,3.65,SSA,3397551.23814239,-0.169333812752035,RWA
Rwanda,6.85,SSA,5382430.65618575,-0.0598808993184118,RWA
Samoa,2.15,EAP,-9913.13373311516,-0.0656339836595998,WSM
Samoa,3.65,EAP,-18353.6823385438,-0.151556596727616,WSM
Samoa,6.85,EAP,-7589.3793012769,-0.206740265615305,WSM
Sao Tome and Principe,2.15,SSA,12251.7242190467,-0.034000808604673,STP
Sao Tome and Principe,3.65,SSA,39316.9268409373,-0.0699274926360623,STP
Sao Tome and Principe,6.85,SSA,78232.726145079,-0.0629045982260166,STP
Senegal,2.15,SSA,-4006958.60916554,-0.626079430713235,SEN
Senegal,3.65,SSA,-610285.87599472,-0.519366540145299,SEN
Senegal,6.85,SSA,5195610.5613442,-0.237667285919043,SEN
Serbia,2.15,ECA,-844.800545518165,-0.000111363109084915,SRB
Serbia,3.65,ECA,41406.1918485365,0.00591559616152391,SRB
Serbia,6.85,ECA,361477.894692456,0.0517290271495975,SRB
Seychelles,2.15,SSA,-794.883465602255,-0.0135974045230883,SYC
Seychelles,3.65,SSA,-2608.01949014838,-0.042770979509905,SYC
Seychelles,6.85,SSA,-10766.9772081874,-0.185179462287463,SYC
Sierra Leone,2.15,SSA,-709670.51802156,-0.414525832426244,SLE
Sierra Leone,3.65,SSA,1937559.61478682,-0.177346105209279,SLE
Sierra Leone,6.85,SSA,3658276.38109261,-0.042056898187757,SLE
Slovak Republic,2.15,ECA,6665.8357284275,0.00118116261948624,SVK
Slovak Republic,3.65,ECA,29387.5911715475,0.00520737767667198,SVK
Slovak Republic,6.85,ECA,72187.8045072872,0.0123375544943872,SVK
Slovenia,2.15,ECA,-565.61713170166,-0.00028306884765625,SVN
Slovenia,3.65,ECA,-722.684286570693,-0.000371173904909601,SVN
Slovenia,6.85,ECA,-3144.32181404817,-0.00161862475193939,SVN
Solomon Islands,2.15,EAP,76986.421999087,-0.160709422228516,SLB
Solomon Islands,3.65,EAP,251678.897672973,-0.0602330656587996,SLB
Solomon Islands,6.85,EAP,373880.737270954,0.00481422353491745,SLB
South Africa,2.15,SSA,1974982.9619015,-0.083375830747993,ZAF
South Africa,3.65,SSA,6911748.70766204,-0.0730988281357261,ZAF
South Africa,6.85,SSA,12413688.8180627,-0.0569483648036444,ZAF
Spain,2.15,OHI,185854.626690111,0.00300434424835451,ESP
Spain,3.65,OHI,291943.158306576,0.00483748808304638,ESP
Spain,6.85,OHI,190804.357406229,-0.0014586818933029,ESP
Sri Lanka,2.15,SAS,-2021237.23812549,-0.120187939358888,LKA
Sri Lanka,3.65,SAS,-6016670.19239299,-0.384083333940321,LKA
Sri Lanka,6.85,SAS,-3651630.09685146,-0.349165020704198,LKA
St. Lucia,2.15,LAC,-45429.9665414508,-0.347961400357183,LCA
St. Lucia,3.65,LAC,-72870.475561413,-0.566130581712488,LCA
St. Lucia,6.85,LAC,-76921.3972070924,-0.638918024223453,LCA
Sudan,2.15,SSA,3992129.64799226,-0.154297107393036,SDN
Sudan,3.65,SSA,14846072.9753708,-0.104015785036329,SDN
Sudan,6.85,SSA,23864132.1589441,-0.0307991965526432,SDN
Sweden,2.15,OHI,12454.8770600323,0.00071908572978059,SWE
Sweden,3.65,OHI,24868.0882114408,0.00189576625336262,SWE
Sweden,6.85,OHI,12895.7279763734,-0.000471369097910391,SWE
Switzerland,2.15,OHI,-33270.6836609365,-0.00504627787345855,CHE
Switzerland,3.65,OHI,-44910.1314312014,-0.00680685258406508,CHE
Switzerland,6.85,OHI,-60693.9135681615,-0.00952327766324992,CHE
Syrian Arab Republic,2.15,MNA,13906641.6351056,0.608328680858523,SYR
Syrian Arab Republic,3.65,MNA,15968824.083659,0.603736492292417,SYR
Syrian Arab Republic,6.85,MNA,12760568.8057129,0.270776957110311,SYR
Tajikistan,2.15,ECA,102423.990259382,-0.0050076105947981,TJK
Tajikistan,3.65,ECA,523678.53536507,-0.0232754566433913,TJK
Tajikistan,6.85,ECA,1828835.02420558,-0.0938950972391487,TJK
Tanzania,2.15,SSA,9545137.5202969,-0.270174752036248,TZA
Tanzania,3.65,SSA,24585430.8234309,-0.167635995477838,TZA
Tanzania,6.85,SSA,35022577.264258,-0.0691389950603225,TZA
Thailand,2.15,EAP,-6909190.84906729,-0.122432986948476,THA
Thailand,3.65,EAP,-22753545.2850352,-0.404013784532457,THA
Thailand,6.85,EAP,-31097458.2355952,-0.586929736690153,THA
Togo,2.15,SSA,219312.22813388,-0.287628190361535,TGO
Togo,3.65,SSA,1907671.03195033,-0.227335768936817,TGO
Togo,6.85,SSA,3786583.81397458,-0.104167288604968,TGO
Tonga,2.15,EAP,-3628.39482291791,-0.0394924322519923,TON
Tonga,3.65,EAP,-9926.27899486,-0.114965952405404,TON
Tonga,6.85,EAP,-11995.2147195143,-0.169270013872538,TON
Trinidad and Tobago,2.15,LAC,-14520.7468290893,-0.0125207275390625,TTO
Trinidad and Tobago,3.65,LAC,-94880.5549159635,-0.0801719967664938,TTO
Trinidad and Tobago,6.85,LAC,-240033.9646229,-0.213444584915669,TTO
Tunisia,2.15,MNA,-682287.045883627,-0.0836939870033125,TUN
Tunisia,3.65,MNA,-1900548.66652422,-0.243318502931616,TUN
Tunisia,6.85,MNA,-2542865.42996186,-0.406145254432903,TUN
Turkiye,2.15,ECA,-1086415.45351828,-0.0210218609091626,TUR
Turkiye,3.65,ECA,-5599513.92393784,-0.112373709938703,TUR
Turkiye,6.85,ECA,-13962446.7844013,-0.317519585944684,TUR
Turkmenistan,2.15,ECA,-404925.858674142,-0.117661609498681,TKM
Turkmenistan,3.65,ECA,-937714.092348285,-0.304089709762533,TKM
Turkmenistan,6.85,ECA,-656130.419525066,-0.406002638522427,TKM
Tuvalu,2.15,EAP,-769.143052032665,-0.0870846685365714,TUV
Tuvalu,3.65,EAP,-1664.78586491858,-0.211082444822852,TUV
Tuvalu,6.85,EAP,-2077.10390826126,-0.330566263173355,TUV
Uganda,2.15,SSA,7285691.725105,-0.234133603111152,UGA
Uganda,3.65,SSA,17876920.9910831,-0.150873774839199,UGA
Uganda,6.85,SSA,25805952.6247278,-0.0574595203716447,UGA
United Arab Emirates,2.15,OHI,0,0,ARE
United Arab Emirates,3.65,OHI,0,0,ARE
United Arab Emirates,6.85,OHI,30149.0980360878,0.00319337846523311,ARE
United Kingdom,2.15,OHI,5673.452921233,-0.00043514603128315,GBR
United Kingdom,3.65,OHI,-52861.6691702833,-0.00176506936013505,GBR
United Kingdom,6.85,OHI,-240166.921437008,-0.00597659736967513,GBR
United States,2.15,OHI,2133706.59218924,0.00499863191544268,USA
United States,3.65,OHI,1509921.40638402,0.00249972281730181,USA
United States,6.85,OHI,2300018.70970077,0.00300413318991064,USA
Uruguay,2.15,LAC,-59868.2096486665,-0.0193524300591834,URY
Uruguay,3.65,LAC,-336218.471887811,-0.108636152292441,URY
Uruguay,6.85,LAC,-949702.466598126,-0.310145423111597,URY
Uzbekistan,2.15,ECA,-561259.319893928,-0.208366489706297,UZB
Uzbekistan,3.65,ECA,7479465.40593023,-0.0805850953252507,UZB
Uzbekistan,6.85,ECA,12297722.6301926,-0.022254038720399,UZB
Vanuatu,2.15,EAP,15259.6865183875,-0.051801825259801,VUT
Vanuatu,3.65,EAP,59748.2705056623,-0.076065147712756,VUT
Vanuatu,6.85,EAP,143516.758667179,-0.0100312317434457,VUT
Vietnam,2.15,EAP,-36904263.2831947,-0.545768895149934,VNM
Vietnam,3.65,EAP,-51687857.6749156,-0.77769103827584,VNM
Vietnam,6.85,EAP,-48188726.7948738,-0.786292468128346,VNM
West Bank and Gaza,2.15,MNA,16304.113389158,-0.00756082955124943,PSE
West Bank and Gaza,3.65,MNA,129553.377172392,-0.0195457833537322,PSE
West Bank and Gaza,6.85,MNA,803954.744802771,-0.0689392760870455,PSE
"Yemen, Rep.",2.15,MNA,20298272.0502399,0.527415742875213,YEM
"Yemen, Rep.",3.65,MNA,25016495.1461494,0.504888900503359,YEM
"Yemen, Rep.",6.85,MNA,23976884.5641553,0.221677415090687,YEM
Zambia,2.15,SSA,7721449.93415973,0.045777554061642,ZMB
Zambia,3.65,SSA,9753748.99082264,0.0574110471526173,ZMB
Zambia,6.85,SSA,11100004.3537195,0.0273463570082088,ZMB
Zimbabwe,2.15,SSA,5434714.30438591,0.290956126371158,ZWE
Zimbabwe,3.65,SSA,7113867.95705307,0.312933391821233,ZWE
Zimbabwe,6.85,SSA,6971803.13972872,0.186239396210092,ZWE
