country_name,PIP_Region,progresspoorpop,progressHC
Albania,ECA,22677.0659898805,0.00689997754170811
Algeria,MNA,1188636.05156303,0.0486227605600548
Angola,SSA,-10660605.738957,-0.189127164189395
Armenia,ECA,94479.5450140234,0.0251057669363002
Australia,OHI,3951.48518752301,0.00288590420457979
Austria,OHI,-49097.0689794872,-0.00534182081102686
Azerbaijan,ECA,81054.4230989274,0.0112964688230192
Bangladesh,SAS,35335943.6245995,0.369688960766107
Belarus,ECA,12832.8320459473,0.00125943603515625
Belgium,OHI,63660.3052394413,0.00651993906047968
Belize,LAC,-42390.7527540057,0.006690904021844
Benin,SSA,954273.51969272,0.471638395915628
Bhutan,SAS,186742.835540837,0.354094732729578
Bolivia,LAC,891787.74462078,0.146215016224591
Bosnia and Herzegovina,ECA,251441.022345003,0.0561711506725792
Botswana,SSA,69383.631531978,0.194655161141992
Brazil,LAC,24365210.0648339,0.187052408985845
Bulgaria,ECA,-46566.1642522287,-0.007086390619282
Burkina Faso,SSA,476139.807311829,0.527003448745389
Burundi,SSA,-5444764.49639008,0.0158912803782481
Cabo Verde,SSA,177748.80118575,0.551719949173527
Cameroon,SSA,-2101927.16881968,0.129715392274742
Canada,OHI,-34493.7381276874,-0.00028556122695573
Central African Republic,SSA,-1581753.97066221,0.109851501168949
Chad,SSA,-2353483.08266649,0.285846765331654
Chile,LAC,1305800.26964472,0.101051715860776
China,EAP,815637299.053087,0.718733854141798
Colombia,LAC,773904.90564243,0.0506646523246601
Comoros,SSA,-106523.901747843,-0.063084629086719
"Congo, Dem. Rep.",SSA,-38368736.8633614,0.020779419047909
"Congo, Rep.",SSA,-2187978.21590154,-0.0913645765011351
Costa Rica,LAC,272078.327536033,0.0938166978439532
Cote d'Ivoire,SSA,-471462.01094673,0.0888491413838202
Croatia,ECA,-9461.43378396867,-0.00261705917917727
Cyprus,OHI,-782.89488076231,-4.82740041954899e-05
Czech Republic,ECA,0,0
Denmark,OHI,10676.1565837575,0.00243922235058362
Djibouti,MNA,-116671.440655854,-0.056261346511946
Dominican Republic,LAC,1167920.609239,0.167759075896692
Ecuador,LAC,1163884.44432634,0.143620039928989
"Egypt, Arab Rep.",MNA,1119506.97506028,0.0372798947165973
El Salvador,LAC,890629.723220411,0.171641937629362
Estonia,ECA,3260.10562529317,0.00135495892042582
Eswatini,SSA,323387.13775763,0.540599675086206
Ethiopia,SSA,12271620.5834585,0.491340171432252
Fiji,EAP,11798.7253747671,0.0212580672526468
Finland,OHI,-2151.42859509745,-0.000388292295548243
France,OHI,447521.374413405,0.00770788507468981
Gabon,SSA,-29759.9794974738,0.008099038636079
"Gambia, The",SSA,412612.300521287,0.618876749991047
Georgia,ECA,-144759.76925279,-0.0386604927785979
Germany,OHI,0,0
Ghana,SSA,3176179.38205268,0.480856717218315
Greece,OHI,106447.215470752,0.0105649939483949
Guatemala,LAC,2088079.84679182,0.289613040378612
Guinea,SSA,3717005.21519866,0.743817085081692
Guinea-Bissau,SSA,12290.006153063,0.240176386590192
Guyana,LAC,247519.734571781,0.335701816384522
Haiti,LAC,2167320.33077971,0.491605148927755
Honduras,LAC,710409.19573945,0.2885923869018
Hungary,ECA,50383.0219793372,0.00474606013102985
Iceland,OHI,96.0511324344918,0.000376928305724266
India,SAS,312889778.474068,0.409161833486132
Indonesia,EAP,103494857.979292,0.589965238176977
"Iran, Islamic Rep.",MNA,4011366.32796701,0.0759439865413681
Iraq,MNA,-15950.044332805,-0.000137986898107873
Ireland,OHI,17068.6408966966,0.00487420222868619
Israel,OHI,-10967.5729942351,-0.00013779838046505
Italy,OHI,-790306.308864955,-0.0133378839966102
Jamaica,LAC,33799.3228893899,0.0161056053016171
Japan,OHI,-309750.288209554,-0.00248062279529839
Jordan,MNA,13758.1714739055,0.0045298605173637
Kazakhstan,ECA,778317.788298882,0.047637605953251
Kenya,SSA,-6682019.86205962,0.012462596290085
Kiribati,EAP,7540.58521613386,0.12035083765221
"Korea, Rep.",OHI,203804.26913036,0.00522712095088489
Kyrgyz Republic,ECA,406795.539663731,0.0977851140169648
Lao PDR,EAP,653535.367919151,0.204280554657612
Latvia,ECA,-4424.92128891278,-0.00239100796904051
Lesotho,SSA,92391.285104994,0.178749684080955
Liberia,SSA,-1415981.0600913,-0.190186572494946
Lithuania,ECA,-14617.1915160852,-0.00531523606476424
Luxembourg,OHI,-655.289050699009,-0.00101187471058326
Madagascar,SSA,-16539528.5900829,-0.171920281168602
Malawi,SSA,-7886827.22546052,-0.020013523224873
Malaysia,EAP,371319.292127394,0.0206561463548414
Maldives,SAS,45574.7451090846,0.204225440645838
Mali,SSA,3270787.37259779,0.680475847787138
Malta,OHI,649.76876328385,0.00337550492387075
Marshall Islands,EAP,536.901853486222,0.0103298084824056
Mauritania,SSA,632647.038632337,0.38084292106472
Mauritius,SSA,37586.6022757589,0.0357849636180676
Mexico,LAC,3088884.62470017,0.0525608912502693
"Micronesia, Fed. Sts.",EAP,-7601.2939784579,-0.045839452601948
Moldova,ECA,38325.0611113196,0.012907985529378
Mongolia,EAP,164485.772802099,0.0792234684663985
Montenegro,ECA,-13421.3633639498,-0.0213274466699363
Morocco,MNA,1309129.40168799,0.0578905039251873
Mozambique,SSA,-10197998.4284245,0.205041609954909
Myanmar,EAP,38268249.7054143,0.932517099998227
Namibia,SSA,282099.958536802,0.352008209648289
Nepal,SAS,11242728.1180763,0.611951334494272
Netherlands,OHI,125633.836239938,0.00857002085245743
Nicaragua,LAC,1241029.94852422,0.311708526591152
Niger,SSA,-6420160.59232447,0.319211235006382
Nigeria,SSA,-22838281.6538491,0.173487652035039
North Macedonia,ECA,-27112.5091908062,-0.0119887655465715
Norway,OHI,9696.7557568304,0.00272640303993277
Pakistan,SAS,60854015.3468757,0.617243212869771
Panama,LAC,531625.683689174,0.223359678037277
Papua New Guinea,EAP,70918.7976825601,0.37354326024709
Paraguay,LAC,-19721.3533896749,0.001576697823522
Peru,LAC,1971804.07915135,0.105082249820308
Philippines,EAP,5090950.2626385,0.163642166860771
Poland,ECA,57304.5905220444,0.00150363197800676
Portugal,OHI,97572.7647193411,0.00981652961128736
Romania,ECA,-352446.416180738,-0.0184845850250657
Russian Federation,ECA,165040.791590246,0.00110876912804592
Rwanda,SSA,-437249.129755571,0.308777327192294
Samoa,EAP,9913.13373311516,0.0656339836595998
Sao Tome and Principe,SSA,-12251.7242190467,0.034000808604673
Senegal,SSA,4006958.60916554,0.626079430713235
Serbia,ECA,844.800545518165,0.000111363109084915
Seychelles,SSA,794.883465602255,0.0135974045230883
Sierra Leone,SSA,709670.51802156,0.414525832426244
Slovak Republic,ECA,-6665.8357284275,-0.00118116261948624
Slovenia,ECA,565.61713170166,0.00028306884765625
Solomon Islands,EAP,-76986.421999087,0.160709422228516
South Africa,SSA,-1974982.9619015,0.083375830747993
Spain,OHI,-185854.626690111,-0.00300434424835451
Sri Lanka,SAS,2021237.23812549,0.120187939358888
St. Lucia,LAC,45429.9665414508,0.347961400357183
Sudan,SSA,-3992129.64799226,0.154297107393036
Sweden,OHI,-12454.8770600323,-0.00071908572978059
Switzerland,OHI,33270.6836609365,0.00504627787345855
Syrian Arab Republic,MNA,-13906641.6351056,-0.608328680858523
"Taiwan, China",OHI,0,0
Tajikistan,ECA,-102423.990259382,0.0050076105947981
Tanzania,SSA,-9545137.5202969,0.270174752036248
Thailand,EAP,6909190.84906729,0.122432986948476
Togo,SSA,-219312.22813388,0.287628190361535
Tonga,EAP,3628.39482291791,0.0394924322519923
Trinidad and Tobago,LAC,14520.7468290893,0.0125207275390625
Tunisia,MNA,682287.045883627,0.0836939870033125
Turkiye,ECA,1086415.45351828,0.0210218609091626
Turkmenistan,ECA,404925.858674142,0.117661609498681
Tuvalu,EAP,769.143052032665,0.0870846685365714
Uganda,SSA,-7285691.725105,0.234133603111152
United Arab Emirates,OHI,0,0
United Kingdom,OHI,-5673.452921233,0.00043514603128315
United States,OHI,-2133706.59218924,-0.00499863191544268
Uruguay,LAC,59868.2096486665,0.0193524300591834
Uzbekistan,ECA,561259.319893928,0.208366489706297
Vanuatu,EAP,-15259.6865183875,0.051801825259801
Vietnam,EAP,36904263.2831947,0.545768895149934
West Bank and Gaza,MNA,-16304.113389158,0.00756082955124943
"Yemen, Rep.",MNA,-20298272.0502399,-0.527415742875213
Zambia,SSA,-7721449.93415973,-0.045777554061642
Zimbabwe,SSA,-5434714.30438591,-0.290956126371158
